KO id,KO_conf_final,KO_conf_raw,hmm_len,ORF_name,ORF_len,E-value,score,domain_evalue,domain_score,hmm from,hmm to,ali from,ali to,ORF_best_match,ORF_best_match_score,kofam_score_threshold,is_outcompeted,KO_annotation_conf,flag_is_dubious,flag_is_below_kofam_threshold,KO_Neighbors,KO_Neighbor_Count,Modules,KO_count,KO_Background_Freq
K01490,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00958,3,0.0
K01491,1.0,1.0,441.0,SAMD00000344.contig00015_35,441.0,8.5e-127,420.5,1.0000000000000001e-126,420.3,89.0,367.0,1.0,280.0,K01491,420.5,403.73,False,1.0,False,False,"K00194,K00197,K00300,K14138,K25007,K25008,K25123,K25124",8,"M00140,M00377,M00618",21166,0.989
K01492,1.0,1.0,527.0,SAMD00000344.contig00003_39,527.0,1.3e-134,446.6,6.7e-39,130.7,1.0,176.0,1.0,179.0,K01492,446.6,909.63,False,1.0,False,True,,0,M00048,2,0.0
K01495,1.0,1.0,274.0,SAMD00000344.contig00007_9,274.0,1.3000000000000001e-71,238.0,1.4e-71,237.9,56.0,237.0,4.0,186.0,K01495,238.0,54.33,False,1.0,False,False,"K13939,K13941,K20457",3,"M00126,M00843",17675,0.826
K01496,0.999,0.999,408.0,SAMD00000344.contig00008_51,408.0,7.1e-50,167.6,7.3e-50,167.6,144.0,244.0,4.0,105.0,K01496,167.6,191.73,False,0.9993561238715227,False,True,"K01663,K14152",2,M00026,10397,0.486
K01497,0.124,0.124,538.0,SAMD00000344.contig00002_42,538.0,0.0055,13.1,0.0065,12.9,344.0,464.0,12.0,149.0,K14654,39.2,279.3,True,1.3903047442816103e-08,False,True,"K01498,K20884",2,M00125,9025,0.422
K01498,0.0,0.0,147.0,SAMD00000344.contig00004_42,147.0,1.8e-10,38.1,2.6e-10,37.6,5.0,143.0,10.0,153.0,K11991,247.3,278.7,True,1.05809559678561e-63,False,True,,0,M00125,19,0.001
K01499,0.001,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00200,K00201,K00202,K00203,K00672",5,"M00567,M00617",513,0.024
K01500,0.011,0.011,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00300,K05299,K25008,K25123,K25124",5,"M00140,M00377,M00618",2717,0.127
K01506,0.008,0.008,264.0,SAMD00000344.contig00006_25,264.0,7.100000000000001e-57,189.7,8.2e-57,189.5,2.0,260.0,4.0,260.0,K13566,274.0,274.63,True,4.1992464576553937e-26,False,True,,0,M00957,2357,0.11
K01520,1.0,1.0,278.0,SAMD00000344.contig00002_28,278.0,4.399999999999999e-24,82.6,5.5999999999999996e-24,82.2,95.0,222.0,15.0,177.0,K01520,82.6,47.0,False,1.0,False,False,,0,M00938,18359,0.858
K01523,1.0,1.0,201.0,SAMD00000344.contig00008_52,201.0,1.1e-39,133.5,1.3e-39,133.3,60.0,152.0,5.0,97.0,K01523,133.5,125.43,False,1.0,False,False,K01663,1,M00026,9945,0.465
K01555,0.043,0.043,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00044,5319,0.249
K01556,0.07,0.07,765.0,SAMD00000344.contig00013_59,765.0,1.1e-14,50.9,2e-14,50.0,166.0,565.0,2.0,394.0,K11717,594.6,183.07,True,2.137919544251662e-164,False,True,"K00463,K14263",2,"M00038,M00912",6753,0.316
K01580,0.017,0.017,646.0,SAMD00000344.contig00005_57,646.0,3.7e-10,35.9,6.8e-10,35.0,301.0,410.0,112.0,216.0,K04487,465.1,383.5,True,6.279511512979863e-130,False,True,,0,M00027,3378,0.158
K01581,0.035,0.035,545.0,SAMD00000344.contig00003_11,545.0,5.2e-36,121.4,6.700000000000001e-36,121.0,141.0,493.0,32.0,418.0,K01586,494.4,222.03,True,5.197704882822381e-113,False,True,,0,M00134,4797,0.224
K01582,0.003,0.003,712.0,SAMD00000344.contig00026_10,712.0,0.003,12.9,0.0049,12.1,15.0,90.0,9.0,86.0,K18349,289.1,1079.2,True,7.169934654577028e-84,False,True,,0,M00956,1371,0.064
K01584,0.051,0.051,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00133,5802,0.271
K01585,0.188,0.188,592.0,SAMD00000344.contig00010_60,592.0,8.4e-07,25.2,1.1e-06,24.9,142.0,273.0,85.0,216.0,K01740,693.3,273.2,True,7.618332035034203e-202,False,True,K02626,1,M00133,11102,0.519
K01586,1.0,1.0,751.0,SAMD00000344.contig00003_11,751.0,7.7e-149,494.4,9.2e-149,494.1,91.0,488.0,14.0,431.0,K01586,494.4,297.53,False,1.0,False,False,,0,"M00016,M00525,M00526,M00527",19812,0.926
K01587,0.0,0.0,573.0,SAMD00000344.contig00003_33,573.0,1.1e-36,123.6,1.2e-36,123.4,135.0,369.0,4.0,232.0,K01923,171.7,291.7,True,3.3147990718050095e-15,False,True,K00601,1,M00048,16,0.001
K01588,1.0,1.0,267.0,SAMD00000344.contig00003_31,267.0,1.4e-78,261.2,1.5e-78,261.1,53.0,206.0,3.0,158.0,K01588,261.2,112.37,False,1.0,False,False,"K00601,K01492,K01587,K06863,K11787,K13713",6,M00048,19989,0.934
K01589,1.0,1.0,593.0,SAMD00000344.contig00003_32,593.0,2.1e-149,496.0,2.4e-149,495.7,148.0,509.0,9.0,372.0,K01589,496.0,272.37,False,1.0,False,False,"K01492,K01587,K11787,K13713,K23270",5,M00048,17329,0.81
K01591,1.0,1.0,534.0,SAMD00000344.contig00006_14,534.0,6e-65,217.2,7.2000000000000005e-65,217.0,85.0,297.0,7.0,237.0,K01591,217.2,156.5,False,1.0,False,False,"K00608,K01954,K11541",3,M00051,20657,0.965
K01595,0.361,0.266,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K14067,K14467,K14534,K15017,K15038",5,"M00168,M00173,M00346,M00374,M00614",13194,0.617
K01596,0.042,0.042,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K00150,1,M00003,5249,0.245
K01597,1.0,1.0,512.0,SAMD00000344.contig00003_18,512.0,3e-102,340.2,3.5e-102,340.0,61.0,377.0,5.0,311.0,K01597,340.2,222.6,False,1.0,False,False,,0,M00095,3807,0.178
K01598,0.0,0.0,403.0,SAMD00000344.contig00015_21,403.0,3.8e-43,145.1,4.4e-43,144.9,70.0,347.0,2.0,342.0,K13038,542.5,190.0,True,2.3479006882686903e-120,False,True,,0,M00120,38,0.002
K01599,0.433,0.433,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00121,M00868,M00926",16841,0.787
K01601,0.003,0.003,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K02689,K02690,K02691,K02692,K02693,K02694,K02703,K02704,K02705,K02706,K02707,K02708,K05298,K08928,K08929",15,"M00165,M00611,M00612,M00968",1474,0.069
K01602,0.003,0.003,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K02689,K02690,K02691,K02692,K02693,K02694,K02703,K02704,K02705,K02706,K02707,K02708,K05298,K08928,K08929",15,"M00165,M00611,M00612",1403,0.066
K01609,1.0,1.0,539.0,SAMD00000344.contig00008_65,539.0,9.899999999999999e-105,348.6,1.1e-104,348.4,89.0,346.0,1.0,257.0,K01609,348.6,316.43,False,1.0,False,False,"K01656,K01694",2,M00023,16009,0.748
K01610,0.203,0.203,662.0,SAMD00000344.contig00004_63,662.0,0.014,11.0,0.028,10.1,296.0,320.0,52.0,76.0,K02000,590.1,82.3,True,4.715519129369366e-175,False,True,"K00150,K01622",2,M00003,11524,0.538
K01611,0.069,0.069,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K02626,K16054,K23977",3,M00034,6716,0.314
K01613,0.361,0.361,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00093,15375,0.718
K01616,0.016,0.016,1230.0,SAMD00000344.contig00010_5,1230.0,4.2e-23,78.1,5.1e-23,77.8,86.0,349.0,75.0,327.0,K00627,376.0,1318.8,True,2.1045744404865057e-90,False,True,,0,"M00009,M00011",3190,0.149
K01617,0.004,0.004,270.0,SAMD00000344.contig00010_15,270.0,7.2e-43,143.7,8.7e-43,143.4,8.0,258.0,15.0,266.0,K02509,231.9,292.2,True,2.8129005789283965e-27,False,True,,0,M00569,1539,0.072
K01622,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00003,175,0.008
K01623,0.031,0.031,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00918,K01622,K02689,K02690,K02691,K02692,K02693,K02694,K02703,K02704,K02705,K02706,K02707,K02708,K05298,K08074,K08928,K08929,K12406",19,"M00001,M00003,M00165,M00611,M00612",4495,0.21
K01624,0.467,0.467,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00150,K00844,K00918,K01100,K01622,K02689,K02690,K02692,K02693,K02694,K02703,K02704,K02705,K02706,K02707,K02708,K05298,K08074,K11389,K12406,K13831,K16305",22,"M00001,M00003,M00165,M00345,M00611,M00612",17484,0.817
K01625,1.0,1.0,290.0,SAMD00000344.contig00013_16,290.0,3.6e-67,223.7,4.3e-67,223.5,33.0,239.0,1.0,206.0,K01625,223.7,188.4,False,1.0,False,False,"K05308,K18978",2,"M00008,M00061,M00308,M00631",14060,0.657
K01626,0.308,0.308,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K13830,1,M00022,14190,0.663
K01627,0.213,0.213,449.0,SAMD00000344.contig00001_206,449.0,1.8e-41,139.7,2.7999999999999997e-41,139.1,43.0,314.0,76.0,332.0,K03856,463.4,186.6,True,3.602387305730077e-98,False,True,,0,M00063,11797,0.551
K01631,1.0,1.0,207.0,SAMD00000344.contig00019_21,207.0,8e-37,123.6,8.6e-37,123.5,5.0,205.0,10.0,212.0,K01631,123.6,198.33,False,1.0,False,True,,0,M00552,4287,0.2
K01633,1.0,1.0,253.0,SAMD00000344.contig00007_7,253.0,4.2000000000000005e-36,122.1,4.5e-36,122.0,77.0,192.0,1.0,116.0,K01633,122.1,95.87,False,1.0,False,False,"K13939,K13941,K20457,K22099,K22100",5,"M00126,M00840",14330,0.67
K01636,0.0,0.0,215.0,SAMD00000344.contig00001_240,215.0,4.9e-28,95.2,6.800000000000001e-28,94.7,7.0,205.0,2.0,222.0,K03077,325.0,276.03,True,6.657435943186896e-70,False,True,,0,M00968,53,0.002
K01637,0.158,0.158,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00012,10171,0.475
K01638,0.201,0.201,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00012,11458,0.535
K01640,0.148,0.148,416.0,SAMD00000344.contig00021_2,416.0,3.3e-09,33.3,4.9e-09,32.8,208.0,330.0,686.0,801.0,K01958,1831.2,155.8,True,0.0,False,True,,0,"M00036,M00088",9835,0.46
K01641,1.0,1.0,532.0,SAMD00000344.contig00007_79,532.0,4.7e-95,316.7,5.8e-95,316.4,39.0,466.0,2.0,387.0,K01641,316.7,213.23,False,1.0,False,False,K17942,1,"M00088,M00095,M00849",3217,0.15
K01647,0.391,0.391,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K01900,K04835,K19280,K19281",4,"M00009,M00010,M00012,M00740",16001,0.748
K01649,0.532,0.532,818.0,SAMD00000344.contig00021_2,818.0,1.2e-07,27.7,1.5e-05,20.8,270.0,380.0,646.0,760.0,K01958,1831.2,455.83,True,0.0,False,True,,0,M00432,18663,0.872
K01652,1.0,1.0,773.0,SAMD00000344.contig00014_5,773.0,8.900000000000001e-145,481.1,1e-144,480.9,115.0,628.0,7.0,547.0,K01652,481.1,533.97,False,1.0,False,True,,0,"M00019,M00570",19522,0.912
K01653,0.5,0.5,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00019,M00570",18092,0.845
K01654,0.002,0.002,349.0,SAMD00000344.contig00001_206,349.0,3.3e-06,23.3,110.0,-1.4,262.0,311.0,279.0,328.0,K03856,463.4,364.37,True,3.2862372057143923e-133,False,True,K08068,1,M00922,1179,0.055
K01655,0.0,0.0,504.0,SAMD00000344.contig00021_2,504.0,3.3e-08,29.5,6e-08,28.7,237.0,305.0,693.0,761.0,K01958,1831.2,402.8,True,0.0,False,True,K05824,1,M00433,66,0.003
K01656,0.0,0.0,491.0,SAMD00000344.contig00008_63,491.0,1.2e-60,202.8,1.4e-60,202.6,10.0,196.0,3.0,191.0,K01658,269.6,771.7,True,7.783871568034588e-21,False,True,,0,M00023,2,0.0
K01657,1.0,1.0,626.0,SAMD00000344.contig00008_62,626.0,1.4e-134,447.3,1.6e-134,447.0,76.0,535.0,3.0,477.0,K01657,447.3,466.47,False,1.0,False,True,"K01656,K01694,K13501",3,M00023,16828,0.786
K01658,1.0,1.0,325.0,SAMD00000344.contig00008_63,325.0,4.0000000000000003e-81,269.6,4.5e-81,269.5,78.0,266.0,1.0,191.0,K01658,269.6,243.07,False,1.0,False,False,"K01694,K13501",2,M00023,13625,0.637
K01659,0.127,0.127,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K01900,K04835,K19280,K19281",4,"M00009,M00010,M00012,M00740",9100,0.425
K01661,0.101,0.101,342.0,SAMD00000344.contig00001_226,342.0,5.2e-56,187.3,5.7e-56,187.2,68.0,328.0,5.0,259.0,K01715,364.2,380.27,True,5.594918531016385e-54,False,True,"K12073,K14759,K14760,K17872,K23094,K23095",6,"M00116,M00932",8126,0.38
K01662,0.57,0.57,731.0,SAMD00000344.contig00013_26,731.0,2.6e-27,92.5,0.12,7.6,195.0,254.0,122.0,192.0,K00615,565.9,335.27,True,3.0446482275418982e-143,False,True,,0,M00096,19311,0.902
K01663,0.0,0.0,930.0,SAMD00000344.contig00008_50,930.0,7.199999999999999e-69,230.3,1.5e-66,222.6,230.0,542.0,2.0,252.0,K02500,432.5,383.6,True,1.354362363885637e-61,False,True,,0,M00026,52,0.002
K01666,0.008,0.008,598.0,SAMD00000344.contig00021_2,598.0,4.8e-10,35.6,2.5e-09,33.2,203.0,282.0,686.0,765.0,K01958,1831.2,149.73,True,0.0,False,True,,0,"M00545,M00569",2279,0.106
K01676,0.16,0.16,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K01900,K08940,K08941,K08943",4,"M00009,M00011,M00173,M00614",10245,0.479
K01677,0.008,0.008,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00170,K05942,K08940,K15230,K15231",5,"M00009,M00011,M00173,M00374,M00614,M00620",2225,0.104
K01678,0.007,0.007,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00170,K05942,K08940,K15230,K15231",5,"M00009,M00011,M00173,M00374,M00614,M00620",2112,0.099
K01679,1.0,1.0,661.0,SAMD00000344.contig00007_43,661.0,1.9000000000000001e-199,661.6,2.1e-199,661.4,128.0,590.0,1.0,457.0,K01679,661.6,634.63,False,1.0,False,False,"K00170,K01900,K08928,K08929,K14468,K14469,K14471,K14472,K15052,K15230,K15231",11,"M00009,M00011,M00173,M00376,M00613,M00614",16147,0.754
K01681,0.33,0.33,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K01900,1,"M00009,M00010,M00012",14704,0.687
K01682,0.08,0.08,856.0,SAMD00000344.contig00011_75,856.0,0.00023,16.3,0.00028,16.1,30.0,111.0,29.0,112.0,K02171,111.9,702.27,True,1.6654531255507732e-29,False,True,"K08940,K08941,K08943,K15230,K15231",5,"M00009,M00010,M00012,M00173,M00614",7247,0.339
K01684,0.049,0.049,643.0,SAMD00000344.contig00013_31,643.0,9e-39,130.4,9.399999999999999e-39,130.3,211.0,515.0,14.0,326.0,K19802,381.9,367.4,True,1.9541418716087672e-76,False,True,,0,M00552,5671,0.265
K01685,0.019,0.019,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00631,3557,0.166
K01686,1.0,1.0,587.0,SAMD00000344.contig00013_24,587.0,3.6e-152,504.9,3.999999999999999e-152,504.7,9.0,360.0,2.0,356.0,K01686,504.9,134.43,False,1.0,False,False,,0,M00061,6158,0.288
K01687,0.541,0.541,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00019,M00570",18808,0.879
K01689,1.0,1.0,574.0,SAMD00000344.contig00025_28,574.0,2.3e-187,621.6,2.5e-187,621.4,44.0,467.0,1.0,427.0,K01689,621.6,71.97,False,1.0,False,False,"K00150,K00844,K00918,K01622,K08074,K11389,K12406,K16305",8,"M00001,M00002,M00003,M00346",21217,0.991
K01690,0.078,0.078,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00008,7145,0.334
K01692,0.016,0.016,345.0,SAMD00000344.contig00001_226,345.0,5.7e-92,305.6,6.2e-92,305.5,58.0,309.0,6.0,260.0,K01715,364.2,316.47,True,2.288981349554899e-18,False,True,K10527,1,"M00087,M00878,M00957",3226,0.151
K01693,1.0,1.0,284.0,SAMD00000344.contig00008_47,284.0,1.2e-93,310.6,1.3e-93,310.5,67.0,261.0,1.0,194.0,K01693,310.6,298.03,False,1.0,False,False,"K01663,K14152",2,M00026,13683,0.639
K01694,0.0,0.0,873.0,SAMD00000344.contig00008_67,873.0,3.3000000000000004e-193,641.2,3.9999999999999997e-193,641.0,462.0,852.0,3.0,394.0,K01696,731.4,814.6,True,7.032251447321265e-28,False,True,,0,M00023,12,0.001
K01695,1.0,1.0,453.0,SAMD00000344.contig00008_68,453.0,4.9e-104,345.8,5.4000000000000003e-104,345.6,148.0,407.0,1.0,253.0,K01695,345.8,84.2,False,1.0,False,False,"K01656,K01694,K13501",3,M00023,18530,0.866
K01696,1.0,1.0,620.0,SAMD00000344.contig00008_67,620.0,1.4e-220,731.4,1.4999999999999999e-220,731.3,180.0,571.0,7.0,398.0,K01696,731.4,605.67,False,1.0,False,False,"K01656,K01694,K13501",3,M00023,18890,0.883
K01697,0.062,0.062,868.0,SAMD00000344.contig00016_42,868.0,1.2e-94,315.4,1.5e-94,315.1,313.0,618.0,3.0,298.0,K17216,429.9,455.87,True,3.4045953094161593e-35,False,True,,0,"M00035,M00338",6371,0.298
K01698,0.46,0.46,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00589,K02304",2,"M00121,M00846,M00868,M00926",17354,0.811
K01702,0.42,0.42,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00432,16571,0.774
K01703,0.009,0.009,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00432,M00535",2450,0.114
K01704,0.357,0.357,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00432,M00535",15292,0.715
K01705,0.0,0.0,1225.0,SAMD00000344.contig00004_74,1225.0,9.7e-19,63.9,1.3e-18,63.5,793.0,1106.0,58.0,370.0,K08166,357.9,529.17,True,3.141819817769267e-89,False,True,,0,M00433,27,0.001
K01710,0.456,0.456,432.0,SAMD00000344.contig00026_20,432.0,7e-57,190.4,8.1e-57,190.2,61.0,363.0,8.0,308.0,K02473,247.0,477.4,True,9.155925398219109e-18,False,True,,0,M00793,17266,0.807
K01712,0.19,0.19,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K13990,1,M00045,11145,0.521
K01713,0.025,0.025,424.0,SAMD00000344.contig00001_103,424.0,3.6e-39,132.0,3.7e-39,132.0,128.0,372.0,12.0,264.0,K23059,526.5,229.27,True,1.7525350424051724e-119,False,True,,0,M00024,4043,0.189
K01714,1.0,1.0,444.0,SAMD00000344.contig00021_13,444.0,2.6e-94,313.7,3e-94,313.5,104.0,381.0,8.0,285.0,K01714,313.7,260.63,False,1.0,False,False,,0,"M00016,M00525,M00526,M00527",20633,0.964
K01716,0.068,0.068,220.0,SAMD00000344.contig00022_38,220.0,2e-09,34.4,2.3e-09,34.2,97.0,193.0,33.0,127.0,K02372,184.8,156.97,True,5.309928242237607e-46,False,True,K00665,1,M00083,6688,0.313
K01719,0.1,0.1,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00589,K02304",2,"M00121,M00846,M00868,M00926",8106,0.379
K01733,1.0,1.0,538.0,SAMD00000344.contig00001_142,538.0,6.3e-95,316.1,7.1e-95,316.0,95.0,477.0,1.0,460.0,K06037,366.9,251.13,True,1.0,True,False,K12526,1,M00018,11019,0.515
K01735,1.0,1.0,499.0,SAMD00000344.contig00001_205,499.0,9.7e-126,417.7,1.1000000000000001e-125,417.4,83.0,437.0,3.0,353.0,K01735,417.7,319.27,False,1.0,False,False,,0,M00022,16310,0.762
K01736,1.0,1.0,574.0,SAMD00000344.contig00001_204,574.0,7.4e-132,438.0,8.8e-132,437.7,137.0,491.0,1.0,381.0,K01736,438.0,204.3,False,1.0,False,False,K13830,1,M00022,20556,0.961
K01737,0.284,0.284,213.0,SAMD00000344.contig00001_105,213.0,0.013,12.1,0.018,11.7,53.0,91.0,237.0,296.0,K01805,620.6,25.37,True,6.656526088790906e-184,False,True,,0,M00843,13637,0.637
K01738,0.506,0.506,538.0,SAMD00000344.contig00016_42,538.0,1.1e-113,378.1,1.4e-113,377.9,93.0,387.0,4.0,299.0,K17216,429.9,436.97,True,2.550622724133602e-16,False,True,"K13034,K17069,K23304",3,M00021,18203,0.851
K01739,0.001,0.001,533.0,SAMD00000344.contig00016_41,533.0,4.4e-138,458.2,4.8999999999999996e-138,458.0,102.0,486.0,1.0,378.0,K17217,539.6,488.3,True,3.132545281759806e-25,False,True,,0,M00017,845,0.039
K01745,0.209,0.209,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K13990,1,M00045,11690,0.546
K01749,0.467,0.467,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00589,K02304",2,"M00121,M00846,M00868,M00926",17478,0.817
K01752,0.446,0.446,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00975,17092,0.799
K01754,1.0,1.0,565.0,SAMD00000344.contig00001_150,565.0,5.4e-128,425.1,6.999999999999999e-128,424.7,94.0,409.0,15.0,335.0,K01754,425.1,261.47,False,1.0,False,False,,0,"M00570,M00975",18114,0.846
K01755,1.0,1.0,810.0,SAMD00000344.contig00025_9,810.0,2.5e-219,728.3,2.8e-219,728.1,115.0,573.0,2.0,457.0,K01755,728.3,175.73,False,1.0,False,False,,0,"M00844,M00845,M00978",17075,0.798
K01756,1.0,1.0,734.0,SAMD00000344.contig00006_38,734.0,9.2e-140,464.4,1.0999999999999999e-139,464.1,138.0,560.0,4.0,419.0,K01756,464.4,290.4,False,1.0,False,False,"K00601,K01492,K01587,K06863,K11787,K13713",6,"M00048,M00049",20990,0.981
K01758,0.212,0.212,587.0,SAMD00000344.contig00016_41,587.0,2.1e-159,528.9,2.4e-159,528.7,76.0,456.0,2.0,378.0,K17217,539.6,600.67,True,0.0006007835751966223,False,True,,0,M00338,11766,0.55
K01760,1.0,1.0,492.0,SAMD00000344.contig00006_34,492.0,3.2e-157,520.9,3.6e-157,520.7,83.0,459.0,4.0,385.0,K01760,520.9,489.27,False,1.0,False,False,,0,M00017,7906,0.369
K01770,0.082,0.082,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00096,7344,0.343
K01772,0.449,0.449,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00121,M00868,M00926",17132,0.801
K01778,1.0,1.0,375.0,SAMD00000344.contig00010_31,375.0,5.9e-67,223.4,7e-67,223.2,66.0,349.0,2.0,316.0,K01778,223.4,80.17,False,1.0,False,False,,0,"M00016,M00525,M00527",18048,0.843
K01780,0.0,0.0,279.0,SAMD00000344.contig00010_31,279.0,1.5e-06,25.0,0.11,9.0,67.0,135.0,78.0,139.0,K01778,223.4,158.3,True,1.886465470060255e-60,False,True,,0,M00949,529,0.025
K01782,0.119,0.119,759.0,SAMD00000344.contig00001_226,759.0,2.2e-56,188.7,2.7e-56,188.5,41.0,245.0,12.0,220.0,K01715,364.2,804.2,True,1.4765078523611413e-53,False,True,"K07515,K09479,K10527",3,"M00087,M00957",8835,0.413
K01783,1.0,1.0,387.0,SAMD00000344.contig00015_14,387.0,2.3e-86,287.5,2.6e-86,287.3,86.0,296.0,2.0,216.0,K01783,287.5,248.73,False,1.0,False,False,"K00150,K01100,K02689,K02690,K02691,K02692,K02693,K02694,K02703,K02704,K02705,K02706,K02707,K02708,K05298,K08928,K08929,K13937,K19243",19,"M00004,M00007,M00165,M00611,M00612",21226,0.992
K01784,1.0,1.0,461.0,SAMD00000344.contig00004_31,461.0,3.5000000000000005e-125,415.9,3.9000000000000003e-125,415.8,61.0,366.0,1.0,329.0,K12448,424.7,259.5,True,1.0,True,False,,0,M00632,18415,0.86
K01785,1.0,1.0,518.0,SAMD00000344.contig00012_50,518.0,3e-85,284.4,3.3e-85,284.3,73.0,394.0,3.0,331.0,K01785,284.4,54.37,False,1.0,False,False,,0,M00632,15547,0.726
K01790,0.235,0.235,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00793,12397,0.579
K01799,0.024,0.024,338.0,SAMD00000344.contig00005_16,338.0,0.015,11.7,0.56,6.6,220.0,264.0,58.0,106.0,K01776,300.7,73.7,True,1.0053823416929757e-87,False,True,,0,M00622,3933,0.184
K01800,0.006,0.006,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00044,1964,0.092
K01803,1.0,1.0,383.0,SAMD00000344.contig00025_27,383.0,1.2e-85,285.2,1.3e-85,285.0,35.0,278.0,1.0,250.0,K01803,285.2,28.47,False,1.0,False,False,"K00150,K00844,K00918,K01100,K01622,K02689,K02690,K02691,K02692,K02693,K02694,K02703,K02704,K02705,K02706,K02707,K02708,K05298,K08074,K08928,K08929,K11389,K12406,K16305",24,"M00001,M00002,M00003,M00165,M00611,M00612",21329,0.997
K01807,1.0,1.0,441.0,SAMD00000344.contig00002_26,441.0,1.2e-84,282.1,1.3e-84,281.9,126.0,350.0,3.0,224.0,K01807,282.1,53.87,False,1.0,False,False,"K00150,K02689,K02690,K02691,K02692,K02693,K02694,K02703,K02704,K02705,K02706,K02707,K02708,K05298,K08928,K08929,K13831",17,"M00004,M00007,M00165,M00580,M00611,M00612",12873,0.602
K01808,0.244,0.243,285.0,SAMD00000344.contig00001_210,285.0,8.2e-11,39.2,8.2e-11,39.2,3.0,86.0,5.0,84.0,K23988,111.8,183.07,True,1.3970831234763266e-22,False,True,"K01100,K02691,K08928,K08929,K13937",5,"M00004,M00007,M00165,M00611,M00612",12621,0.59
K01810,1.0,1.0,866.0,SAMD00000344.contig00020_21,866.0,7.900000000000001e-58,193.7,9.6e-58,193.5,320.0,706.0,57.0,426.0,K01810,193.7,169.87,False,1.0,False,False,"K00844,K00918,K08074,K11389,K12406,K13937,K19243",7,"M00001,M00004",19584,0.915
K01812,1.0,1.0,548.0,SAMD00000344.contig00019_39,548.0,2.3999999999999998e-181,601.2,3.0000000000000003e-181,600.9,63.0,517.0,3.0,472.0,K01812,601.2,173.2,False,1.0,False,False,,0,"M00061,M00631",6111,0.286
K01814,1.0,1.0,454.0,SAMD00000344.contig00008_49,454.0,1.9e-70,235.3,2.2e-70,235.1,160.0,391.0,3.0,233.0,K01814,235.3,249.4,False,0.9999999999999147,False,True,"K01663,K14152",2,M00026,14874,0.695
K01817,1.0,1.0,334.0,SAMD00000344.contig00008_66,334.0,1.1e-58,196.3,1.2e-58,196.2,32.0,238.0,1.0,193.0,K01817,196.3,208.83,False,1.0,False,True,"K01694,K13501",2,M00023,13095,0.612
K01821,1.0,1.0,162.0,SAMD00000344.contig00003_10,162.0,1.3e-17,61.3,1.4e-17,61.2,46.0,105.0,1.0,60.0,K01821,61.3,31.83,False,1.0,False,False,,0,M00569,10901,0.509
K01823,0.1,0.093,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K06981,K17942,K18690,K25518",4,"M00095,M00096,M00364,M00365,M00849",7793,0.364
K01825,0.025,0.024,717.0,SAMD00000344.contig00001_226,717.0,8.899999999999999e-55,183.2,9.599999999999999e-54,179.8,13.0,207.0,11.0,202.0,K01715,364.2,740.2,True,3.262652233999274e-55,False,True,K15737,1,"M00087,M00957",4000,0.187
